"SS"	"Pos10wrtsRNAStart"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"S_enterica_LT2_RAND_863"	-22.3	-1000	1000	-1023	1	1287	1
"S_enterica_LT2_RAND_864"	-37.3	60	1000	-1658	0	588	0
"S_enterica_LT2_RAND_865"	-36.3	42	507	0	0	0	0
"S_enterica_LT2_RAND_866"	-215	-39	0	0	0	0	0
"S_enterica_LT2_RAND_867"	-98.6	-88	852	0	0	0	0
"S_enterica_LT2_RAND_868"	-18.8	-101	1000	0	0	0	0
"S_enterica_LT2_RAND_869"	-49.1	158	1000	0	0	0	0
"S_enterica_LT2_RAND_870"	-105.2	282	1000	0	0	0	0
"S_enterica_LT2_RAND_871"	-6.8	-60	1000	0	0	0	0
"S_enterica_LT2_RAND_872"	-24.6	-10	0	-30	1	0	1
"S_enterica_LT2_RAND_873"	-30	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_874"	-10.6	34	1000	0	0	0	0
"S_enterica_LT2_RAND_875"	-9.2	-24	1000	0	1	0	1
"S_enterica_LT2_RAND_876"	-178.8	296	1000	-185	0	0	0
"S_enterica_LT2_RAND_877"	-11.3	29	1000	-367	0	152	0
"S_enterica_LT2_RAND_878"	-0.7	-91	1000	0	0	0	0
"S_enterica_LT2_RAND_879"	-20.3	84	1000	-759	0	941	1
"S_enterica_LT2_RAND_880"	-43.9	-57	1000	0	1	0	1
"S_enterica_LT2_RAND_881"	-22.9	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_882"	-48.9	69	1000	-44	1	0	1
"S_enterica_LT2_RAND_883"	-13.1	-90	1000	0	0	0	0
"S_enterica_LT2_RAND_884"	-23.4	56	1000	0	1	233	1
"S_enterica_LT2_RAND_885"	-61	131	1000	0	0	0	0
"S_enterica_LT2_RAND_886"	-14.6	-94	1000	0	0	0	0
"S_enterica_LT2_RAND_887"	-68.2	-101	1000	0	1	0	1
"S_enterica_LT2_RAND_888"	-103	90	1000	0	0	0	0
"S_enterica_LT2_RAND_889"	-27.8	-90	1000	0	0	0	0
"S_enterica_LT2_RAND_890"	-26.2	-46	1000	0	0	0	0
"S_enterica_LT2_RAND_891"	-34.9	10	1000	0	0	0	0
"S_enterica_LT2_RAND_892"	-0.7	17	1000	0	1	0	1
"S_enterica_LT2_RAND_893"	-9.5	-48	1000	0	1	0	1
"S_enterica_LT2_RAND_894"	-2.1	4	1000	0	1	0	1
"S_enterica_LT2_RAND_895"	-29	-66	1000	0	0	0	0
"S_enterica_LT2_RAND_896"	-33.05	166	1000	-167	0	0	0
"S_enterica_LT2_RAND_897"	-38.9	-89	1000	0	1	0	1
"S_enterica_LT2_RAND_898"	-10.8	-110	1000	0	1	0	1
"S_enterica_LT2_RAND_899"	-2	-1	1000	0	0	0	0
"S_enterica_LT2_RAND_900"	-28	-45	1000	0	1	0	1
"S_enterica_LT2_RAND_901"	-18.8	-67	1000	-146	0	0	0
"S_enterica_LT2_RAND_902"	-15.5	-1000	994	0	0	0	0
"S_enterica_LT2_RAND_903"	-61.5	98	0	0	1	0	0
"S_enterica_LT2_RAND_904"	-20.2	-82	1000	0	1	0	1
"S_enterica_LT2_RAND_905"	-24.5	46	1000	0	0	517	0
"S_enterica_LT2_RAND_906"	-56.7	-67	1000	0	0	0	0
"S_enterica_LT2_RAND_907"	-17.7	-28	1000	-338	1	277	1
"S_enterica_LT2_RAND_908"	-89.6	-57	1000	-259	0	0	1
"S_enterica_LT2_RAND_909"	-14.8	-86	393	0	1	0	1
"S_enterica_LT2_RAND_910"	-21.2	-31	351	0	1	0	1
"S_enterica_LT2_RAND_911"	-33.3	-30	786	0	1	0	1
"S_enterica_LT2_RAND_912"	-72.5	-68	1000	0	0	0	0
"S_enterica_LT2_RAND_913"	-61.6	186	0	0	0	0	1
"S_enterica_LT2_RAND_914"	-66.8	263	1000	0	0	0	0
"S_enterica_LT2_RAND_915"	0.56	-99	1000	0	0	0	0
"S_enterica_LT2_RAND_916"	-8.3	-14	1000	0	0	0	0
"S_enterica_LT2_RAND_917"	-17.7	46	1000	0	0	130	0
"S_enterica_LT2_RAND_918"	-25.5	-77	1000	0	0	0	0
"S_enterica_LT2_RAND_919"	-9.5	-29	1000	0	0	0	0
"S_enterica_LT2_RAND_920"	-9.9	-76	1000	0	1	137	1
"S_enterica_LT2_RAND_921"	-156	330	1000	0	0	0	0
"S_enterica_LT2_RAND_922"	-24.5	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_923"	-32.2	-84	1000	-276	0	0	0
"S_enterica_LT2_RAND_924"	-18.4	-89	1000	0	0	0	0
"S_enterica_LT2_RAND_925"	-49.81	53	935	-46	0	0	1
"S_enterica_LT2_RAND_926"	-50.8	135	1000	0	0	0	0
"S_enterica_LT2_RAND_927"	-163.59	196	1000	0	0	0	1
"S_enterica_LT2_RAND_928"	-15.1	33	1000	0	1	0	1
"S_enterica_LT2_RAND_929"	-35	-21	1000	0	0	0	0
"S_enterica_LT2_RAND_930"	-35.6	-72	1000	0	0	0	0
"S_enterica_LT2_RAND_931"	-87.9	55	1000	0	1	0	1
"S_enterica_LT2_RAND_932"	-16	78	1000	0	1	0	1
"S_enterica_LT2_RAND_933"	-1.2	75	1000	0	0	0	0
"S_enterica_LT2_RAND_934"	-31.4	-83	1000	0	1	0	1
"S_enterica_LT2_RAND_935"	1.7	-33	1000	0	0	0	0
"S_enterica_LT2_RAND_936"	-37.3	-22	1000	0	0	0	0
"S_enterica_LT2_RAND_937"	-139.14	256	1000	0	0	0	0
"S_enterica_LT2_RAND_938"	-27.8	50	1000	0	0	0	0
"S_enterica_LT2_RAND_940"	-47.2	60	1000	0	0	0	0
"S_enterica_LT2_RAND_941"	-32.3	54	1000	0	0	103	1
"S_enterica_LT2_RAND_942"	-9.9	-90	1000	0	0	0	0
"S_enterica_LT2_RAND_943"	-10.5	-79	864	0	1	0	1
"S_enterica_LT2_RAND_944"	-48.6	285	1000	0	0	0	0
"S_enterica_LT2_RAND_945"	-29.85	-2	1000	-6	1	296	1
"S_enterica_LT2_RAND_946"	-23.4	-30	1000	0	1	0	1
"S_enterica_LT2_RAND_947"	-33.9	-45	1000	0	0	0	0
"S_enterica_LT2_RAND_948"	-6.4	-39	1000	0	1	0	1
"S_enterica_LT2_RAND_949"	-91.8	290	1000	-5	1	0	1
"S_enterica_LT2_RAND_950"	-19.5	-87	1000	-212	0	16	0
"S_enterica_LT2_RAND_951"	-29.9	-58	1000	0	0	0	0
"S_enterica_LT2_RAND_953"	-20.8	86	1000	-69	1	0	1
"S_enterica_LT2_RAND_954"	-49.8	-80	1000	0	1	0	1
"S_enterica_LT2_RAND_955"	-9.9	-94	1000	0	1	0	1
"S_enterica_LT2_RAND_956"	-38.7	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_957"	-21.8	47	1000	0	0	0	0
"S_enterica_LT2_RAND_958"	-8.4	-82	1000	-442	1	0	0
"S_enterica_LT2_RAND_959"	-6.6	-6	685	0	0	0	0
"S_enterica_LT2_RAND_961"	-64.5	-37	1000	0	1	51	1
"S_enterica_LT2_RAND_962"	-218.73	331	1000	0	0	0	1
"S_enterica_LT2_RAND_963"	-20.3	-87	1000	0	1	0	1
"S_enterica_LT2_RAND_964"	-93.8	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_965"	-35.6	-8	500	0	0	0	0
"S_enterica_LT2_RAND_967"	-25	-1000	627	0	1	0	1
"S_enterica_LT2_RAND_968"	-8.2	-41	1000	0	0	0	0
"S_enterica_LT2_RAND_969"	-12.1	-48	1000	0	1	0	1
"S_enterica_LT2_RAND_970"	-26.1	-81	806	0	1	0	1
"S_enterica_LT2_RAND_971"	-57.2	148	769	0	1	0	1
"S_enterica_LT2_RAND_972"	-73.94	-10	0	-22	1	0	0
"S_enterica_LT2_RAND_973"	-30.1	64	1000	0	0	0	0
"S_enterica_LT2_RAND_974"	-19.1	34	1000	0	0	0	0
"S_enterica_LT2_RAND_976"	-95.9	350	1000	0	0	98	1
"S_enterica_LT2_RAND_977"	-26.18	-53	361	0	1	0	1
"S_enterica_LT2_RAND_978"	-162.7	284	842	0	1	0	0
"S_enterica_LT2_RAND_979"	-43.6	-23	150	0	1	0	1
"S_enterica_LT2_RAND_980"	-38.2	22	1000	0	1	0	1
"S_enterica_LT2_RAND_982"	-19.1	-6	1000	0	0	0	0
"S_enterica_LT2_RAND_984"	-88	319	725	0	0	0	0
"S_enterica_LT2_RAND_985"	-28.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_986"	-193.02	50	1000	0	1	0	1
"S_enterica_LT2_RAND_987"	-26.7	135	1000	0	0	0	0
"S_enterica_LT2_RAND_988"	-18.8	-62	1000	0	0	26	0
"S_enterica_LT2_RAND_989"	-43.1	-74	1000	0	0	0	0
"S_enterica_LT2_RAND_990"	-36.8	24	1000	0	0	0	0
"S_enterica_LT2_RAND_991"	-7.1	-55	0	0	0	166	0
"S_enterica_LT2_RAND_992"	-11.4	-1000	876	0	0	0	0
"S_enterica_LT2_RAND_993"	-47.2	134	1000	0	1	0	1
"S_enterica_LT2_RAND_994"	-46	-34	1000	0	1	0	1
"S_enterica_LT2_RAND_995"	-117.3	52	1000	0	0	0	0
"S_enterica_LT2_RAND_996"	-19.4	78	1000	0	1	0	1
"S_enterica_LT2_RAND_997"	-6	-95	1000	0	0	0	0
"S_enterica_LT2_RAND_998"	-277	628	1000	0	1	0	0
"S_enterica_LT2_RAND_999"	-24.3	38	1000	0	0	32	1
"S_enterica_LT2_RAND_1000"	-23	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1001"	-31.7	-55	1000	0	1	0	1
"S_enterica_LT2_RAND_1002"	-3	-100	980	0	0	0	0
"S_enterica_LT2_RAND_1003"	-48.3	-40	161	0	0	0	0
"S_enterica_LT2_RAND_1004"	-20.5	-91	1000	0	1	0	1
"S_enterica_LT2_RAND_1005"	-13	39	1000	-55	0	0	0
"S_enterica_LT2_RAND_1006"	-45.4	29	1000	0	1	0	1
"S_enterica_LT2_RAND_1007"	-41.6	9	48	0	0	0	0
"S_enterica_LT2_RAND_1008"	-75.9	-33	1000	0	0	0	0
"S_enterica_LT2_RAND_1010"	-9.6	30	951	0	0	0	0
"S_enterica_LT2_RAND_1011"	-52.1	290	1000	0	1	0	1
"S_enterica_LT2_RAND_1012"	-22.9	-18	606	0	1	0	1
"S_enterica_LT2_RAND_1013"	-52.4	77	1000	-45	0	0	1
"S_enterica_LT2_RAND_1014"	-25.2	-14	1000	0	1	0	1
"S_enterica_LT2_RAND_1015"	-12.9	38	1000	0	0	0	0
"S_enterica_LT2_RAND_1016"	-7.5	85	1000	0	1	0	1
"S_enterica_LT2_RAND_1017"	-40	29	1000	0	0	0	0
"S_enterica_LT2_RAND_1018"	-56.4	-39	1000	0	1	0	1
"S_enterica_LT2_RAND_1019"	-38.9	-12	1000	-2	1	429	0
"S_enterica_LT2_RAND_1020"	-107.6	294	1000	0	1	0	1
"S_enterica_LT2_RAND_1021"	-39.4	127	1000	0	1	0	1
"S_enterica_LT2_RAND_1022"	-85.5	149	1000	0	0	0	0
"S_enterica_LT2_RAND_1024"	-36.64	112	1000	0	1	0	1
"S_enterica_LT2_RAND_1025"	-13.6	32	1000	0	1	0	1
"S_enterica_LT2_RAND_1026"	-170.7	-70	7	0	1	0	1
"S_enterica_LT2_RAND_1027"	-40.5	118	1000	0	0	0	0
"S_enterica_LT2_RAND_1028"	-6.9	-71	1000	0	1	0	1
"S_enterica_LT2_RAND_1029"	-30.47	-31	1000	0	0	0	0
"S_enterica_LT2_RAND_1030"	-319.32	782	1000	0	1	0	1
"S_enterica_LT2_RAND_1031"	-19.6	-50	1000	0	1	0	1
"S_enterica_LT2_RAND_1032"	-85.2	-10	1000	0	1	0	1
"S_enterica_LT2_RAND_1033"	-3.7	-16	362	0	1	0	1
"S_enterica_LT2_RAND_1034"	-56.8	68	1000	0	0	0	0
"S_enterica_LT2_RAND_1035"	-10.72	-13	1000	0	1	0	1
"S_enterica_LT2_RAND_1036"	-6.6	-19	1000	0	1	0	1
"S_enterica_LT2_RAND_1037"	-16.2	54	467	0	0	0	0
"S_enterica_LT2_RAND_1038"	-30.6	100	452	-38	0	0	1
"S_enterica_LT2_RAND_1039"	-32.6	-36	1000	-97	0	0	0
"S_enterica_LT2_RAND_1040"	-200.7	207	1000	0	0	0	0
"S_enterica_LT2_RAND_1041"	-237.01	650	1000	0	0	0	0
"S_enterica_LT2_RAND_1042"	-16.2	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1043"	-48.1	-39	1000	0	1	0	1
"S_enterica_LT2_RAND_1044"	-36.5	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1047"	-27.5	85	1000	0	0	0	0
"S_enterica_LT2_RAND_1048"	-94.1	-14	441	0	1	0	1
"S_enterica_LT2_RAND_1049"	-63	18	1000	-58	1	137	1
"S_enterica_LT2_RAND_1050"	-269.99	171	606	-334	1	0	1
"S_enterica_LT2_RAND_1051"	-109	595	1000	0	1	0	1
"S_enterica_LT2_RAND_1052"	-29.7	-101	1000	0	1	0	1
"S_enterica_LT2_RAND_1053"	-28	-42	1000	0	1	0	1
"S_enterica_LT2_RAND_1054"	-65.7	262	0	0	0	0	0
"S_enterica_LT2_RAND_1055"	-21.3	13	1000	-2209	1	4327	1
"S_enterica_LT2_RAND_1056"	-20.6	-52	1000	-3484	1	3023	1
"S_enterica_LT2_RAND_1058"	-32	-44	1000	0	1	0	1
"S_enterica_LT2_RAND_1059"	-8.9	-88	1000	0	0	0	0
"S_enterica_LT2_RAND_1060"	-23.4	-95	1000	0	1	0	1
"S_enterica_LT2_RAND_1061"	-90.3	126	1000	0	0	0	0
"S_enterica_LT2_RAND_1062"	-39.4	-33	1000	0	0	0	0
"S_enterica_LT2_RAND_1063"	-12.4	50	21	0	0	0	0
"S_enterica_LT2_RAND_1065"	-7.2	30	1000	0	0	0	0
"S_enterica_LT2_RAND_1068"	-22	-102	1000	0	0	0	0
"S_enterica_LT2_RAND_1070"	-6.8	37	687	0	0	0	0
"S_enterica_LT2_RAND_1071"	-8.4	-14	0	-115	1	30	0
"S_enterica_LT2_RAND_1072"	-21.6	-48	1000	0	1	0	1
"S_enterica_LT2_RAND_1073"	-50.6	-98	1000	0	1	0	1
"S_enterica_LT2_RAND_1074"	0	8	1000	0	0	0	0
"S_enterica_LT2_RAND_1075"	-30.7	71	188	0	1	0	1
"S_enterica_LT2_RAND_1076"	-46.5	65	1000	0	1	0	1
"S_enterica_LT2_RAND_1078"	-18	-56	1000	0	1	0	1
"S_enterica_LT2_RAND_1079"	-57.2	-54	182	0	0	0	0
"S_enterica_LT2_RAND_1080"	-30.1	0	1000	0	0	0	0
"S_enterica_LT2_RAND_1081"	-4.67	-44	1000	-213	1	15	1
"S_enterica_LT2_RAND_1082"	-25.6	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1083"	-39.1	-102	1000	0	0	0	0
"S_enterica_LT2_RAND_1084"	-46.6	-30	1000	0	1	0	1
"S_enterica_LT2_RAND_1085"	-56.2	237	0	0	1	0	1
"S_enterica_LT2_RAND_1086"	-81	166	639	0	1	0	1
"S_enterica_LT2_RAND_1087"	-34.7	-85	1000	0	0	0	0
"S_enterica_LT2_RAND_1088"	-20.2	-1000	0	0	1	0	1
"S_enterica_LT2_RAND_1090"	-53.5	71	213	0	1	0	1
"S_enterica_LT2_RAND_1091"	-2.8	-61	1000	-148	0	10	1
"S_enterica_LT2_RAND_1092"	-88.12	213	1000	-77	1	0	0
"S_enterica_LT2_RAND_1093"	-31.8	42	361	0	1	0	1
"S_enterica_LT2_RAND_1094"	-53.9	-101	1000	0	0	0	0
"S_enterica_LT2_RAND_1095"	-89.8	-14	1000	0	0	0	0
"S_enterica_LT2_RAND_1096"	-7.1	-86	1000	0	0	8	1
"S_enterica_LT2_RAND_1098"	-21.5	75	1000	0	0	0	0
"S_enterica_LT2_RAND_1099"	-38.5	-88	1000	0	1	0	1
"S_enterica_LT2_RAND_1100"	-17.9	-74	1000	0	0	0	0
"S_enterica_LT2_RAND_1101"	-14.9	89	1000	0	0	0	0
"S_enterica_LT2_RAND_1104"	-32	-7	1000	0	0	54	0
"S_enterica_LT2_RAND_1105"	-10.28	-7	1000	0	0	0	0
"S_enterica_LT2_RAND_1106"	-7.4	6	1000	0	0	0	0
"S_enterica_LT2_RAND_1107"	-96.21	225	1000	0	0	0	0
"S_enterica_LT2_RAND_1108"	-44.41	137	1000	0	0	0	0
"S_enterica_LT2_RAND_1109"	-5.9	-37	1000	0	1	0	1
"S_enterica_LT2_RAND_1110"	-94.4	202	1000	0	1	0	0
"S_enterica_LT2_RAND_1111"	-14.7	-76	1000	0	0	0	0
"S_enterica_LT2_RAND_1112"	-4.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1113"	-92.1	-72	183	0	0	0	0
"S_enterica_LT2_RAND_1115"	-16.4	13	1000	0	0	0	0
"S_enterica_LT2_RAND_1116"	-15.9	-17	1000	0	1	0	1
"S_enterica_LT2_RAND_1117"	-60.7	66	1000	0	1	0	1
"S_enterica_LT2_RAND_1118"	-28.7	79	67	0	1	0	1
"S_enterica_LT2_RAND_1119"	-34.8	-1000	572	0	0	0	0
"S_enterica_LT2_RAND_1120"	-15	-65	306	0	1	0	1
"S_enterica_LT2_RAND_1121"	-20.1	57	954	0	1	0	1
"S_enterica_LT2_RAND_1122"	-85.54	242	1000	0	0	0	0
"S_enterica_LT2_RAND_1123"	-42.3	20	1000	0	0	0	0
"S_enterica_LT2_RAND_1125"	-26.1	-39	1000	0	1	0	1
"S_enterica_LT2_RAND_1126"	-7.2	-101	1000	0	0	0	0
"S_enterica_LT2_RAND_1127"	-0.6	-57	1000	0	1	0	1
"S_enterica_LT2_RAND_1128"	-15.7	-87	1000	0	1	0	1
"S_enterica_LT2_RAND_1129"	-68.5	195	453	0	1	0	1
"S_enterica_LT2_RAND_1130"	-47.2	83	0	0	0	0	1
"S_enterica_LT2_RAND_1131"	-11	89	1000	0	0	0	0
"S_enterica_LT2_RAND_1132"	-58.79	200	1000	0	0	0	0
"S_enterica_LT2_RAND_1133"	-17.4	23	1000	0	0	0	0
"S_enterica_LT2_RAND_1134"	-17.6	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1135"	-39.9	-81	1000	0	1	0	1
"S_enterica_LT2_RAND_1136"	-51	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1137"	-143.7	-68	1000	0	1	0	1
"S_enterica_LT2_RAND_1138"	-138.5	156	1000	0	1	0	1
"S_enterica_LT2_RAND_1139"	-20.9	41	1000	0	0	0	0
"S_enterica_LT2_RAND_1140"	-35.51	-90	1000	0	0	0	0
"S_enterica_LT2_RAND_1141"	-23.9	-84	1000	0	0	0	0
"S_enterica_LT2_RAND_1142"	-32.1	68	722	0	1	0	1
"S_enterica_LT2_RAND_1143"	-32.5	100	488	0	1	0	1
"S_enterica_LT2_RAND_1144"	-77.7	27	506	0	1	0	1
"S_enterica_LT2_RAND_1145"	-14.8	53	1000	0	0	0	0
"S_enterica_LT2_RAND_1146"	-44.1	-79	749	0	0	0	0
"S_enterica_LT2_RAND_1147"	-25.5	-32	518	0	0	0	0
"S_enterica_LT2_RAND_1148"	-232.3	343	1000	0	0	0	0
"S_enterica_LT2_RAND_1149"	-18.1	-21	1000	0	0	0	0
"S_enterica_LT2_RAND_1150"	-40.6	-89	1000	-42	1	0	1
"S_enterica_LT2_RAND_1151"	-126.1	332	1000	0	0	0	0
"S_enterica_LT2_RAND_1153"	-15.4	-57	1000	0	1	0	1
"S_enterica_LT2_RAND_1155"	-126.4	-100	1000	0	1	0	1
"S_enterica_LT2_RAND_1156"	-17.7	-25	382	0	0	0	0
"S_enterica_LT2_RAND_1157"	-54.1	80	758	0	1	0	1
"S_enterica_LT2_RAND_1158"	-28.1	-46	985	0	0	0	0
"S_enterica_LT2_RAND_1159"	-29	19	1000	0	1	0	1
"S_enterica_LT2_RAND_1160"	-20.5	96	906	0	0	0	0
"S_enterica_LT2_RAND_1162"	-20.1	-103	612	0	0	0	0
"S_enterica_LT2_RAND_1163"	-24.7	7	53	-378	1	1	1
"S_enterica_LT2_RAND_1165"	-39	-10	28	-6	1	60	1
"S_enterica_LT2_RAND_1167"	-28.65	-48	1000	0	1	0	1
"S_enterica_LT2_RAND_1168"	-264.7	-84	0	0	0	0	0
"S_enterica_LT2_RAND_1170"	-1.6	-57	1000	0	0	0	0
"S_enterica_LT2_RAND_1171"	-37.1	69	1000	0	0	0	0
"S_enterica_LT2_RAND_1172"	-40.2	133	75	0	1	0	1
"S_enterica_LT2_RAND_1173"	2.7	-9	1000	0	0	13	0
"S_enterica_LT2_RAND_1174"	-52.8	-91	1000	0	0	0	0
"S_enterica_LT2_RAND_1175"	-104.1	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1176"	-19.3	-56	1000	0	1	0	1
"S_enterica_LT2_RAND_1177"	-19.7	21	1000	0	0	0	0
"S_enterica_LT2_RAND_1178"	-42.6	63	1000	0	0	0	0
"S_enterica_LT2_RAND_1179"	-72.4	81	1000	0	0	0	0
"S_enterica_LT2_RAND_1180"	-49.9	-23	900	-139	0	0	1
"S_enterica_LT2_RAND_1181"	-35.7	52	0	-88	0	51	1
"S_enterica_LT2_RAND_1182"	-169.2	98	1000	0	0	0	0
"S_enterica_LT2_RAND_1183"	-37.7	-95	1000	0	0	0	0
"S_enterica_LT2_RAND_1184"	-73.8	251	1000	0	1	0	0
"S_enterica_LT2_RAND_1185"	-12	82	1000	0	0	0	0
"S_enterica_LT2_RAND_1186"	-11.9	18	1000	0	0	0	0
"S_enterica_LT2_RAND_1187"	-5.6	-4	1000	-141	0	71	1
"S_enterica_LT2_RAND_1189"	-11.2	-57	1000	0	0	0	0
"S_enterica_LT2_RAND_1190"	-10.18	-3	0	0	0	31	1
"S_enterica_LT2_RAND_1191"	-9.2	120	1000	0	0	27	0
"S_enterica_LT2_RAND_1192"	-8.6	27	1000	0	1	59	1
"S_enterica_LT2_RAND_1193"	-18.8	161	1000	0	0	0	0
"S_enterica_LT2_RAND_1194"	-65.1	228	1000	0	1	0	1
"S_enterica_LT2_RAND_1195"	-21.49	7	1000	0	1	0	1
"S_enterica_LT2_RAND_1196"	-37.5	124	1000	0	0	0	0
"S_enterica_LT2_RAND_1197"	-29.8	64	1000	0	0	0	0
"S_enterica_LT2_RAND_1198"	-49.11	157	1000	0	1	0	1
"S_enterica_LT2_RAND_1199"	-62.2	40	1000	0	1	0	1
"S_enterica_LT2_RAND_1200"	-27.5	20	1000	0	1	0	1
"S_enterica_LT2_RAND_1202"	-42.5	-48	244	0	0	0	0
"S_enterica_LT2_RAND_1204"	-28.87	30	1000	0	1	0	1
"S_enterica_LT2_RAND_1205"	-16.5	-17	1000	0	1	0	1
"S_enterica_LT2_RAND_1207"	-21.4	-92	1000	0	0	0	0
"S_enterica_LT2_RAND_1208"	-82.44	-19	1000	0	0	0	0
"S_enterica_LT2_RAND_1209"	-60.2	-42	1000	0	1	0	1
"S_enterica_LT2_RAND_1210"	-88.7	166	1000	0	0	0	0
"S_enterica_LT2_RAND_1211"	-27.5	-65	1000	0	0	0	0
"S_enterica_LT2_RAND_1212"	-25.82	265	1000	-361	0	0	0
"S_enterica_LT2_RAND_1213"	-15.7	85	1000	0	0	0	0
"S_enterica_LT2_RAND_1215"	-275.5	212	1000	0	1	0	1
"S_enterica_LT2_RAND_1216"	-11.8	20	1000	0	1	0	1
"S_enterica_LT2_RAND_1217"	-19.17	-89	1000	0	0	0	0
"S_enterica_LT2_RAND_1218"	-80.6	5	522	-378	0	0	1
"S_enterica_LT2_RAND_1220"	-140.6	-71	1000	0	1	0	1
"S_enterica_LT2_RAND_1221"	-94.8	-8	1000	0	1	0	1
"S_enterica_LT2_RAND_1222"	-11.8	-83	1000	0	0	0	0
"S_enterica_LT2_RAND_1223"	-33	-29	1000	-95	1	0	1
"S_enterica_LT2_RAND_1225"	-20	16	1000	0	0	0	0
"S_enterica_LT2_RAND_1226"	-94.8	539	1000	0	0	0	0
"S_enterica_LT2_RAND_1227"	-45.3	28	1000	0	0	0	0
"S_enterica_LT2_RAND_1228"	-36.3	68	1000	0	1	0	1
"S_enterica_LT2_RAND_1229"	-44.1	-40	1000	0	0	0	0
"S_enterica_LT2_RAND_1230"	-19.9	-79	1000	0	1	0	1
"S_enterica_LT2_RAND_1231"	-152.3	278	0	0	1	0	1
"S_enterica_LT2_RAND_1232"	-186.8	-89	0	0	1	0	0
"S_enterica_LT2_RAND_1233"	-15	-57	1000	0	1	0	1
"S_enterica_LT2_RAND_1234"	-10.9	34	1000	0	0	0	0
"S_enterica_LT2_RAND_1235"	-14.2	-88	706	0	1	0	1
"S_enterica_LT2_RAND_1236"	-64.97	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1237"	-50	4	1000	0	1	0	1
"S_enterica_LT2_RAND_1238"	-51.6	221	1000	0	1	0	1
"S_enterica_LT2_RAND_1239"	-14.1	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1240"	-65.64	174	1000	0	0	0	0
"S_enterica_LT2_RAND_1241"	-48.3	-23	1000	0	0	0	0
"S_enterica_LT2_RAND_1242"	-6.7	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1243"	-122.4	27	1000	0	1	36	0
"S_enterica_LT2_RAND_1244"	-12.6	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1245"	-40.8	61	500	0	0	0	0
"S_enterica_LT2_RAND_1246"	-38.9	-1000	439	0	1	0	1
"S_enterica_LT2_RAND_1247"	-37.6	41	695	0	1	0	1
"S_enterica_LT2_RAND_1248"	-13.4	29	1000	0	0	456	1
"S_enterica_LT2_RAND_1249"	-74.8	172	1000	0	0	236	1
"S_enterica_LT2_RAND_1250"	3.3	-99	984	0	1	0	1
"S_enterica_LT2_RAND_1251"	-136.4	-96	1000	0	0	134	0
"S_enterica_LT2_RAND_1252"	-92.12	123	1000	0	0	0	0
"S_enterica_LT2_RAND_1253"	-52.2	51	1000	0	0	0	0
"S_enterica_LT2_RAND_1254"	-17	-64	575	0	1	0	1
"S_enterica_LT2_RAND_1255"	-9.5	-27	1000	0	1	0	1
"S_enterica_LT2_RAND_1256"	-98.1	43	1000	0	0	0	0
"S_enterica_LT2_RAND_1257"	-36.34	157	1000	0	0	0	0
"S_enterica_LT2_RAND_1259"	-19.1	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1260"	-17	-30	1000	0	0	0	0
"S_enterica_LT2_RAND_1261"	-74.8	212	1000	0	0	0	0
"S_enterica_LT2_RAND_1262"	-17.9	-81	0	0	1	129	1
"S_enterica_LT2_RAND_1263"	-24.1	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1264"	-36.9	-60	1000	0	1	0	1
"S_enterica_LT2_RAND_1265"	-27.8	-52	1000	0	0	0	0
"S_enterica_LT2_RAND_1266"	-35.8	198	1000	0	0	0	0
"S_enterica_LT2_RAND_1267"	-35.6	178	1000	0	0	0	0
"S_enterica_LT2_RAND_1268"	-12.3	-98	1000	0	0	0	0
"S_enterica_LT2_RAND_1269"	-34.1	-12	1000	-13	0	0	0
"S_enterica_LT2_RAND_1270"	-41.4	169	1000	0	0	0	0
"S_enterica_LT2_RAND_1271"	-48.64	-4	1000	0	1	0	1
"S_enterica_LT2_RAND_1272"	-48.9	24	1000	0	0	0	0
"S_enterica_LT2_RAND_1273"	-47.3	13	1000	-2429	0	3270	0
"S_enterica_LT2_RAND_1274"	-16.8	5	717	-5006	0	811	0
"S_enterica_LT2_RAND_1275"	-40.1	-7	500	0	0	0	0
"S_enterica_LT2_RAND_1276"	-104.1	5	0	0	1	0	1
